# Id,Group Id,Surface
0,0,hard_tiles_large_space
1,0,hard_tiles_large_space
2,0,hard_tiles_large_space
3,0,hard_tiles_large_space
4,0,hard_tiles_large_space
5,0,hard_tiles_large_space
6,0,hard_tiles_large_space
7,0,hard_tiles_large_space
8,0,hard_tiles_large_space
9,0,hard_tiles_large_space
10,0,hard_tiles_large_space
11,0,hard_tiles_large_space
12,0,hard_tiles_large_space
13,0,hard_tiles_large_space
14,0,hard_tiles_large_space
15,0,hard_tiles_large_space
16,0,hard_tiles_large_space
17,0,hard_tiles_large_space
18,0,hard_tiles_large_space
19,0,hard_tiles_large_space
20,0,hard_tiles_large_space
21,0,hard_tiles_large_space
22,0,hard_tiles_large_space
23,0,hard_tiles_large_space
24,0,hard_tiles_large_space
25,0,hard_tiles_large_space
26,0,hard_tiles_large_space
27,0,hard_tiles_large_space
28,0,hard_tiles_large_space
29,0,hard_tiles_large_space
30,0,hard_tiles_large_space
31,0,hard_tiles_large_space
32,0,hard_tiles_large_space
33,0,hard_tiles_large_space
34,0,hard_tiles_large_space
35,0,hard_tiles_large_space
36,0,hard_tiles_large_space
37,0,hard_tiles_large_space
38,0,hard_tiles_large_space
39,0,hard_tiles_large_space
40,0,hard_tiles_large_space
41,0,hard_tiles_large_space
42,0,hard_tiles_large_space
43,0,hard_tiles_large_space
44,0,hard_tiles_large_space
45,0,hard_tiles_large_space
46,0,hard_tiles_large_space
47,0,hard_tiles_large_space
48,0,hard_tiles_large_space
49,0,hard_tiles_large_space
50,0,hard_tiles_large_space
51,0,hard_tiles_large_space
52,0,hard_tiles_large_space
53,0,hard_tiles_large_space
54,0,hard_tiles_large_space
55,0,hard_tiles_large_space
56,0,hard_tiles_large_space
57,0,hard_tiles_large_space
58,0,hard_tiles_large_space
59,0,hard_tiles_large_space
60,0,hard_tiles_large_space
61,0,hard_tiles_large_space
62,0,hard_tiles_large_space
63,0,hard_tiles_large_space
64,0,hard_tiles_large_space
65,0,hard_tiles_large_space
66,0,hard_tiles_large_space
67,0,hard_tiles_large_space
68,0,hard_tiles_large_space
69,0,hard_tiles_large_space
70,0,hard_tiles_large_space
71,0,hard_tiles_large_space
72,0,hard_tiles_large_space
73,0,hard_tiles_large_space
74,0,hard_tiles_large_space
75,0,hard_tiles_large_space
76,0,hard_tiles_large_space
77,0,hard_tiles_large_space
78,0,hard_tiles_large_space
79,0,hard_tiles_large_space
80,0,hard_tiles_large_space
81,0,hard_tiles_large_space
82,0,hard_tiles_large_space
83,0,hard_tiles_large_space
84,0,hard_tiles_large_space
85,0,hard_tiles_large_space
86,0,hard_tiles_large_space
87,0,hard_tiles_large_space
88,0,hard_tiles_large_space
89,0,hard_tiles_large_space
90,0,hard_tiles_large_space
91,0,hard_tiles_large_space
92,0,hard_tiles_large_space
93,0,hard_tiles_large_space
94,0,hard_tiles_large_space
95,0,hard_tiles_large_space
96,0,hard_tiles_large_space
97,0,hard_tiles_large_space
98,0,hard_tiles_large_space
99,0,hard_tiles_large_space
100,0,hard_tiles_large_space
101,0,hard_tiles_large_space
102,0,hard_tiles_large_space
103,0,hard_tiles_large_space
104,0,hard_tiles_large_space
105,0,hard_tiles_large_space
106,0,hard_tiles_large_space
107,0,hard_tiles_large_space
108,0,hard_tiles_large_space
109,0,hard_tiles_large_space
110,0,hard_tiles_large_space
111,0,hard_tiles_large_space
112,0,hard_tiles_large_space
113,0,hard_tiles_large_space
114,0,hard_tiles_large_space
115,0,hard_tiles_large_space
116,0,hard_tiles_large_space
117,0,hard_tiles_large_space
118,0,hard_tiles_large_space
119,0,hard_tiles_large_space
120,0,hard_tiles_large_space
121,0,hard_tiles_large_space
122,0,hard_tiles_large_space
123,0,hard_tiles_large_space
124,0,hard_tiles_large_space
125,0,hard_tiles_large_space
126,0,hard_tiles_large_space
127,0,hard_tiles_large_space
128,1,hard_tiles_large_space
129,1,hard_tiles_large_space
130,1,hard_tiles_large_space
131,1,hard_tiles_large_space
132,1,hard_tiles_large_space
133,1,hard_tiles_large_space
134,1,hard_tiles_large_space
135,1,hard_tiles_large_space
136,1,hard_tiles_large_space
137,1,hard_tiles_large_space
138,1,hard_tiles_large_space
139,1,hard_tiles_large_space
140,1,hard_tiles_large_space
141,1,hard_tiles_large_space
142,1,hard_tiles_large_space
143,1,hard_tiles_large_space
144,1,hard_tiles_large_space
145,1,hard_tiles_large_space
146,1,hard_tiles_large_space
147,1,hard_tiles_large_space
148,1,hard_tiles_large_space
149,1,hard_tiles_large_space
150,1,hard_tiles_large_space
151,1,hard_tiles_large_space
152,1,hard_tiles_large_space
153,1,hard_tiles_large_space
154,1,hard_tiles_large_space
155,1,hard_tiles_large_space
156,1,hard_tiles_large_space
157,1,hard_tiles_large_space
158,1,hard_tiles_large_space
159,1,hard_tiles_large_space
160,1,hard_tiles_large_space
161,1,hard_tiles_large_space
162,1,hard_tiles_large_space
163,1,hard_tiles_large_space
164,1,hard_tiles_large_space
165,1,hard_tiles_large_space
166,1,hard_tiles_large_space
167,1,hard_tiles_large_space
168,1,hard_tiles_large_space
169,1,hard_tiles_large_space
170,1,hard_tiles_large_space
171,1,hard_tiles_large_space
172,1,hard_tiles_large_space
173,1,hard_tiles_large_space
174,1,hard_tiles_large_space
175,1,hard_tiles_large_space
176,1,hard_tiles_large_space
177,1,hard_tiles_large_space
178,1,hard_tiles_large_space
179,1,hard_tiles_large_space
180,1,hard_tiles_large_space
181,1,hard_tiles_large_space
182,1,hard_tiles_large_space
183,1,hard_tiles_large_space
184,1,hard_tiles_large_space
185,1,hard_tiles_large_space
186,1,hard_tiles_large_space
187,1,hard_tiles_large_space
188,1,hard_tiles_large_space
189,1,hard_tiles_large_space
190,1,hard_tiles_large_space
191,1,hard_tiles_large_space
192,1,hard_tiles_large_space
193,1,hard_tiles_large_space
194,1,hard_tiles_large_space
195,1,hard_tiles_large_space
196,1,hard_tiles_large_space
197,1,hard_tiles_large_space
198,1,hard_tiles_large_space
199,1,hard_tiles_large_space
200,1,hard_tiles_large_space
201,1,hard_tiles_large_space
202,1,hard_tiles_large_space
203,1,hard_tiles_large_space
204,1,hard_tiles_large_space
205,1,hard_tiles_large_space
206,1,hard_tiles_large_space
207,1,hard_tiles_large_space
208,1,hard_tiles_large_space
209,1,hard_tiles_large_space
210,1,hard_tiles_large_space
211,1,hard_tiles_large_space
212,1,hard_tiles_large_space
213,1,hard_tiles_large_space
214,1,hard_tiles_large_space
215,1,hard_tiles_large_space
216,1,hard_tiles_large_space
217,1,hard_tiles_large_space
218,1,hard_tiles_large_space
219,1,hard_tiles_large_space
220,1,hard_tiles_large_space
221,1,hard_tiles_large_space
222,1,hard_tiles_large_space
223,1,hard_tiles_large_space
224,1,hard_tiles_large_space
225,1,hard_tiles_large_space
226,1,hard_tiles_large_space
227,1,hard_tiles_large_space
228,1,hard_tiles_large_space
229,1,hard_tiles_large_space
230,1,hard_tiles_large_space
231,1,hard_tiles_large_space
232,1,hard_tiles_large_space
233,1,hard_tiles_large_space
234,1,hard_tiles_large_space
235,1,hard_tiles_large_space
236,1,hard_tiles_large_space
237,1,hard_tiles_large_space
238,1,hard_tiles_large_space
239,1,hard_tiles_large_space
240,1,hard_tiles_large_space
241,1,hard_tiles_large_space
242,1,hard_tiles_large_space
243,1,hard_tiles_large_space
244,1,hard_tiles_large_space
245,1,hard_tiles_large_space
246,1,hard_tiles_large_space
247,1,hard_tiles_large_space
248,1,hard_tiles_large_space
249,1,hard_tiles_large_space
250,1,hard_tiles_large_space
251,1,hard_tiles_large_space
252,1,hard_tiles_large_space
253,1,hard_tiles_large_space
254,1,hard_tiles_large_space
255,1,hard_tiles_large_space
256,2,hard_tiles_large_space
257,2,hard_tiles_large_space
258,2,hard_tiles_large_space
259,2,hard_tiles_large_space
260,2,hard_tiles_large_space
261,2,hard_tiles_large_space
262,2,hard_tiles_large_space
263,2,hard_tiles_large_space
264,2,hard_tiles_large_space
265,2,hard_tiles_large_space
266,2,hard_tiles_large_space
267,2,hard_tiles_large_space
268,2,hard_tiles_large_space
269,2,hard_tiles_large_space
270,2,hard_tiles_large_space
271,2,hard_tiles_large_space
272,2,hard_tiles_large_space
273,2,hard_tiles_large_space
274,2,hard_tiles_large_space
275,2,hard_tiles_large_space
276,2,hard_tiles_large_space
277,2,hard_tiles_large_space
278,2,hard_tiles_large_space
279,2,hard_tiles_large_space
280,2,hard_tiles_large_space
281,2,hard_tiles_large_space
282,2,hard_tiles_large_space
283,2,hard_tiles_large_space
284,2,hard_tiles_large_space
285,2,hard_tiles_large_space
286,2,hard_tiles_large_space
287,2,hard_tiles_large_space
288,2,hard_tiles_large_space
289,2,hard_tiles_large_space
290,2,hard_tiles_large_space
291,2,hard_tiles_large_space
292,2,hard_tiles_large_space
293,2,hard_tiles_large_space
294,2,hard_tiles_large_space
295,2,hard_tiles_large_space
296,2,hard_tiles_large_space
297,2,hard_tiles_large_space
298,2,hard_tiles_large_space
299,2,hard_tiles_large_space
300,2,hard_tiles_large_space
301,2,hard_tiles_large_space
302,2,hard_tiles_large_space
303,3,soft_pvc
304,3,soft_pvc
305,3,soft_pvc
306,3,soft_pvc
307,3,soft_pvc
308,3,soft_pvc
309,3,soft_pvc
310,3,soft_pvc
311,3,soft_pvc
312,3,soft_pvc
313,3,soft_pvc
314,3,soft_pvc
315,3,soft_pvc
316,3,soft_pvc
317,3,soft_pvc
318,3,soft_pvc
319,3,soft_pvc
320,3,soft_pvc
321,3,soft_pvc
322,3,soft_pvc
323,3,soft_pvc
324,3,soft_pvc
325,3,soft_pvc
326,3,soft_pvc
327,3,soft_pvc
328,3,soft_pvc
329,3,soft_pvc
330,3,soft_pvc
331,3,soft_pvc
332,3,soft_pvc
333,3,soft_pvc
334,3,soft_pvc
335,3,soft_pvc
336,3,soft_pvc
337,3,soft_pvc
338,3,soft_pvc
339,3,soft_pvc
340,3,soft_pvc
341,3,soft_pvc
342,3,soft_pvc
343,3,soft_pvc
344,3,soft_pvc
345,3,soft_pvc
346,3,soft_pvc
347,3,soft_pvc
348,3,soft_pvc
349,3,soft_pvc
350,3,soft_pvc
351,3,soft_pvc
352,3,soft_pvc
353,3,soft_pvc
354,3,soft_pvc
355,3,soft_pvc
356,3,soft_pvc
357,3,soft_pvc
358,3,soft_pvc
359,3,soft_pvc
360,3,soft_pvc
361,3,soft_pvc
362,3,soft_pvc
363,3,soft_pvc
364,3,soft_pvc
365,3,soft_pvc
366,3,soft_pvc
367,3,soft_pvc
368,3,soft_pvc
369,3,soft_pvc
370,3,soft_pvc
371,3,soft_pvc
372,3,soft_pvc
373,3,soft_pvc
374,3,soft_pvc
375,3,soft_pvc
376,3,soft_pvc
377,3,soft_pvc
378,3,soft_pvc
379,3,soft_pvc
380,3,soft_pvc
381,3,soft_pvc
382,3,soft_pvc
383,3,soft_pvc
384,4,soft_pvc
385,4,soft_pvc
386,4,soft_pvc
387,4,soft_pvc
388,4,soft_pvc
389,4,soft_pvc
390,4,soft_pvc
391,4,soft_pvc
392,4,soft_pvc
393,4,soft_pvc
394,4,soft_pvc
395,4,soft_pvc
396,4,soft_pvc
397,4,soft_pvc
398,4,soft_pvc
399,4,soft_pvc
400,4,soft_pvc
401,4,soft_pvc
402,4,soft_pvc
403,4,soft_pvc
404,4,soft_pvc
405,4,soft_pvc
406,4,soft_pvc
407,4,soft_pvc
408,4,soft_pvc
409,4,soft_pvc
410,4,soft_pvc
411,4,soft_pvc
412,4,soft_pvc
413,4,soft_pvc
414,4,soft_pvc
415,4,soft_pvc
416,4,soft_pvc
417,4,soft_pvc
418,4,soft_pvc
419,4,soft_pvc
420,4,soft_pvc
421,4,soft_pvc
422,4,soft_pvc
423,4,soft_pvc
424,4,soft_pvc
425,4,soft_pvc
426,4,soft_pvc
427,4,soft_pvc
428,4,soft_pvc
429,4,soft_pvc
430,4,soft_pvc
431,4,soft_pvc
432,4,soft_pvc
433,4,soft_pvc
434,4,soft_pvc
435,4,soft_pvc
436,4,soft_pvc
437,4,soft_pvc
438,4,soft_pvc
439,4,soft_pvc
440,4,soft_pvc
441,4,soft_pvc
442,4,soft_pvc
443,4,soft_pvc
444,4,soft_pvc
445,4,soft_pvc
446,4,soft_pvc
447,4,soft_pvc
448,4,soft_pvc
449,4,soft_pvc
450,4,soft_pvc
451,4,soft_pvc
452,4,soft_pvc
453,4,soft_pvc
454,4,soft_pvc
455,4,soft_pvc
456,4,soft_pvc
457,4,soft_pvc
458,4,soft_pvc
459,4,soft_pvc
460,4,soft_pvc
461,4,soft_pvc
462,4,soft_pvc
463,4,soft_pvc
464,4,soft_pvc
465,4,soft_pvc
466,4,soft_pvc
467,4,soft_pvc
468,4,soft_pvc
469,4,soft_pvc
470,4,soft_pvc
471,4,soft_pvc
472,4,soft_pvc
473,4,soft_pvc
474,4,soft_pvc
475,4,soft_pvc
476,4,soft_pvc
477,4,soft_pvc
478,4,soft_pvc
479,4,soft_pvc
480,4,soft_pvc
481,4,soft_pvc
482,4,soft_pvc
483,4,soft_pvc
484,4,soft_pvc
485,4,soft_pvc
486,4,soft_pvc
487,4,soft_pvc
488,4,soft_pvc
489,4,soft_pvc
490,4,soft_pvc
491,4,soft_pvc
492,4,soft_pvc
493,4,soft_pvc
494,4,soft_pvc
495,4,soft_pvc
496,4,soft_pvc
497,4,soft_pvc
498,4,soft_pvc
499,4,soft_pvc
500,4,soft_pvc
501,4,soft_pvc
502,4,soft_pvc
503,4,soft_pvc
504,4,soft_pvc
505,4,soft_pvc
506,4,soft_pvc
507,4,soft_pvc
508,4,soft_pvc
509,4,soft_pvc
510,4,soft_pvc
511,4,soft_pvc
512,5,soft_pvc
513,5,soft_pvc
514,5,soft_pvc
515,5,soft_pvc
516,5,soft_pvc
517,5,soft_pvc
518,5,soft_pvc
519,5,soft_pvc
520,5,soft_pvc
521,5,soft_pvc
522,5,soft_pvc
523,5,soft_pvc
524,5,soft_pvc
525,5,soft_pvc
526,5,soft_pvc
527,5,soft_pvc
528,5,soft_pvc
529,5,soft_pvc
530,5,soft_pvc
531,5,soft_pvc
532,5,soft_pvc
533,5,soft_pvc
534,5,soft_pvc
535,5,soft_pvc
536,5,soft_pvc
537,5,soft_pvc
538,5,soft_pvc
539,5,soft_pvc
540,5,soft_pvc
541,5,soft_pvc
542,5,soft_pvc
543,5,soft_pvc
544,5,soft_pvc
545,5,soft_pvc
546,5,soft_pvc
547,5,soft_pvc
548,5,soft_pvc
549,5,soft_pvc
550,5,soft_pvc
551,5,soft_pvc
552,5,soft_pvc
553,5,soft_pvc
554,5,soft_pvc
555,5,soft_pvc
556,5,soft_pvc
557,5,soft_pvc
558,5,soft_pvc
559,5,soft_pvc
560,5,soft_pvc
561,5,soft_pvc
562,5,soft_pvc
563,5,soft_pvc
564,5,soft_pvc
565,5,soft_pvc
566,5,soft_pvc
567,5,soft_pvc
568,5,soft_pvc
569,5,soft_pvc
570,5,soft_pvc
571,5,soft_pvc
572,5,soft_pvc
573,5,soft_pvc
574,5,soft_pvc
575,5,soft_pvc
576,5,soft_pvc
577,5,soft_pvc
578,5,soft_pvc
579,5,soft_pvc
580,5,soft_pvc
581,5,soft_pvc
582,5,soft_pvc
583,5,soft_pvc
584,5,soft_pvc
585,5,soft_pvc
586,5,soft_pvc
587,5,soft_pvc
588,5,soft_pvc
589,5,soft_pvc
590,5,soft_pvc
591,5,soft_pvc
592,5,soft_pvc
593,5,soft_pvc
594,5,soft_pvc
595,5,soft_pvc
596,5,soft_pvc
597,5,soft_pvc
598,5,soft_pvc
599,5,soft_pvc
600,5,soft_pvc
601,5,soft_pvc
602,5,soft_pvc
603,5,soft_pvc
604,5,soft_pvc
605,5,soft_pvc
606,5,soft_pvc
607,5,soft_pvc
608,5,soft_pvc
609,5,soft_pvc
610,5,soft_pvc
611,5,soft_pvc
612,5,soft_pvc
613,5,soft_pvc
614,5,soft_pvc
615,5,soft_pvc
616,5,soft_pvc
617,5,soft_pvc
618,5,soft_pvc
619,5,soft_pvc
620,5,soft_pvc
621,5,soft_pvc
622,5,soft_pvc
623,5,soft_pvc
624,5,soft_pvc
625,5,soft_pvc
626,5,soft_pvc
627,5,soft_pvc
628,5,soft_pvc
629,5,soft_pvc
630,5,soft_pvc
631,5,soft_pvc
632,5,soft_pvc
633,5,soft_pvc
634,5,soft_pvc
635,5,soft_pvc
636,5,soft_pvc
637,5,soft_pvc
638,5,soft_pvc
639,5,soft_pvc
640,6,soft_pvc
641,6,soft_pvc
642,6,soft_pvc
643,6,soft_pvc
644,6,soft_pvc
645,6,soft_pvc
646,6,soft_pvc
647,6,soft_pvc
648,6,soft_pvc
649,6,soft_pvc
650,6,soft_pvc
651,6,soft_pvc
652,6,soft_pvc
653,6,soft_pvc
654,6,soft_pvc
655,6,soft_pvc
656,6,soft_pvc
657,6,soft_pvc
658,6,soft_pvc
659,6,soft_pvc
660,6,soft_pvc
661,6,soft_pvc
662,6,soft_pvc
663,6,soft_pvc
664,6,soft_pvc
665,7,soft_tiles
666,7,soft_tiles
667,7,soft_tiles
668,7,soft_tiles
669,7,soft_tiles
670,7,soft_tiles
671,7,soft_tiles
672,7,soft_tiles
673,7,soft_tiles
674,7,soft_tiles
675,7,soft_tiles
676,7,soft_tiles
677,7,soft_tiles
678,7,soft_tiles
679,7,soft_tiles
680,7,soft_tiles
681,7,soft_tiles
682,7,soft_tiles
683,7,soft_tiles
684,7,soft_tiles
685,7,soft_tiles
686,7,soft_tiles
687,7,soft_tiles
688,7,soft_tiles
689,7,soft_tiles
690,7,soft_tiles
691,7,soft_tiles
692,7,soft_tiles
693,7,soft_tiles
694,7,soft_tiles
695,7,soft_tiles
696,7,soft_tiles
697,7,soft_tiles
698,7,soft_tiles
699,7,soft_tiles
700,7,soft_tiles
701,7,soft_tiles
702,7,soft_tiles
703,7,soft_tiles
704,7,soft_tiles
705,7,soft_tiles
706,7,soft_tiles
707,7,soft_tiles
708,7,soft_tiles
709,7,soft_tiles
710,7,soft_tiles
711,7,soft_tiles
712,7,soft_tiles
713,7,soft_tiles
714,7,soft_tiles
715,7,soft_tiles
716,7,soft_tiles
717,7,soft_tiles
718,7,soft_tiles
719,7,soft_tiles
720,7,soft_tiles
721,7,soft_tiles
722,7,soft_tiles
723,7,soft_tiles
724,7,soft_tiles
725,7,soft_tiles
726,7,soft_tiles
727,7,soft_tiles
728,7,soft_tiles
729,7,soft_tiles
730,7,soft_tiles
731,7,soft_tiles
732,7,soft_tiles
733,7,soft_tiles
734,7,soft_tiles
735,7,soft_tiles
736,7,soft_tiles
737,7,soft_tiles
738,7,soft_tiles
739,7,soft_tiles
740,7,soft_tiles
741,7,soft_tiles
742,7,soft_tiles
743,7,soft_tiles
744,7,soft_tiles
745,7,soft_tiles
746,7,soft_tiles
747,7,soft_tiles
748,7,soft_tiles
749,7,soft_tiles
750,7,soft_tiles
751,7,soft_tiles
